Designator,Mid X,Mid Y,Rotation,Layer
R11,199.2,-77.4,270.0,bottom
R12,196.2,-43.1,90.0,top
R13,229.35,-32.975,90.0,bottom
R14,225.875,-32.975,90.0,bottom
R15,226.95,-41.65,0.0,bottom
R17,226.95,-47.5,0.0,bottom
R2,220.8,-48.8,270.0,top
R3,222.75,-69.05,180.0,top
R4,222.85,-64.2,180.0,top
R5,222.85,-66.4,0.0,top
R6,210.8,-64.9,0.0,top
R7,210.8,-60.65,0.0,top
R8,210.8,-67.1,0.0,top
R9,215.45,-70.25,90.0,top
RESET_BTN1,230.05,-77.249998,90.0,bottom
SHIFTERC1,183.0,-44.0,0.0,top
SW1,57.15,-38.1,0.0,top
SW10,76.2,-69.05625,0.0,top
SW11,95.25,-66.675,0.0,top
SW12,114.3,-64.29375,0.0,top
SW13,133.35,-61.9125,0.0,top
SW14,152.4,-64.29375,0.0,top
SW15,171.45,-66.675,0.0,top
SW16,190.5,-69.05625,0.0,top
SW17,54.76875,-88.10625,0.0,top
SW18,76.2,-88.10625,0.0,top
SW19,95.25,-85.725,0.0,top
SW2,76.2,-38.1,0.0,top
SW20,114.3,-83.34375,0.0,top
SW21,133.35,-80.9625,0.0,top
SW22,152.4,-83.34375,0.0,top
SW23,171.45,-85.725,0.0,top
SW24,190.5,-88.10625,0.0,top
SW25,52.3875,-107.15625,0.0,top
SW26,76.2,-107.15625,0.0,top
SW27,95.25,-104.775,0.0,top
SW28,114.3,-102.39375,0.0,top
SW29,133.35,-100.0125,0.0,top
SW3,95.25,-38.1,0.0,top
SW30,152.4,-102.39375,0.0,top
SW31,171.45,-104.775,0.0,top
SW32,190.5,-107.15625,0.0,top
SW33,50.00625,-126.20625,0.0,top
SW34,76.2,-126.20625,0.0,top
SW35,95.25,-123.825,0.0,top
SW36,114.3,-121.44375,0.0,top
SW37,133.35,-119.0625,0.0,top
SW38,152.4,-121.44375,0.0,top
SW39,171.45,-123.825,0.0,top
SW4,114.3,-38.1,0.0,top
SW40,190.5,-126.20625,0.0,top
SW41,42.8625,-145.25625,0.0,top
SW42,71.4375,-145.25625,0.0,top
SW43,95.25,-142.875,0.0,top
SW44,114.3,-140.49375,0.0,top
SW45,133.35,-138.1125,0.0,top
SW46,157.0,-147.5,255.0,top
SW47,175.5,-152.5,255.0,top
SW48,194.056186,-157.573223,255.0,top
SW49,231.7,-68.6,270.0,top
SW5,133.35,-38.1,0.0,top
SW6,152.4,-38.1,0.0,top
SW7,171.45,-38.1,0.0,top
SW8,190.5,-38.1,0.0,top
SW9,57.15,-69.05625,0.0,top
U1,203.35,-62.5,90.0,top
U2,216.25,-65.1,90.0,top
U3,211.537503,-39.037499,0.0,top
U4,183.0,-41.0,0.0,top
USBI_C1,229.299994,-61.837506,270.0,top
USBR1,226.449995,-56.437505,0.0,top
USBR2,226.449999,-59.937504,0.0,top
USB_C1,230.5,-37.0,90.0,top
