Designator,Mid X,Mid Y,Rotation,Layer
D32,181.9,-101.15625,270.0,top
D33_2,230.70625,-125.10625,270.0,top
D33,41.40625,-120.20625,270.0,top
D34_2,256.9,-125.10625,270.0,top
D34,67.6,-120.20625,270.0,top
D35_2,275.95,-122.725,270.0,top
D35,86.65,-117.825,270.0,top
D36_2,295.0,-120.34375,270.0,top
D36,105.7,-115.44375,270.0,top
D37_2,314.05,-117.9625,270.0,top
D37,124.75,-113.0625,270.0,top
D38_2,333.1,-120.34375,270.0,top
D38,143.8,-115.44375,270.0,top
D39_2,352.15,-122.725,270.0,top
D39,162.85,-117.825,270.0,top
D4_2,295.0,-37.0,270.0,top
D4,105.7,-32.1,270.0,top
D40_2,371.2,-125.10625,270.0,top
D40,181.9,-120.20625,270.0,top
D41_2,223.5625,-144.15625,270.0,top
D41,34.2625,-139.25625,270.0,top
D42_2,252.1375,-144.15625,270.0,top
D42,62.8375,-139.25625,270.0,top
D43_2,275.95,-141.775,270.0,top
D43,86.65,-136.875,270.0,top
D44_2,295.0,-139.39375,270.0,top
D44,105.7,-134.49375,270.0,top
D45_2,314.05,-137.0125,270.0,top
D45,124.75,-132.1125,270.0,top
D46_2,356.272949,-147.193776,255.0,top
D46,166.972949,-142.293776,255.0,top
D47_2,375.1,-150.5,255.0,top
D47,185.8,-145.6,255.0,top
D48_2,390.0,-153.8,255.0,top
D48,200.7,-148.9,255.0,top
D5_2,314.05,-37.0,270.0,top
D5,124.75,-32.1,270.0,top
D6_2,333.1,-37.0,270.0,top
D6,143.8,-32.1,270.0,top
D7_2,352.15,-37.0,270.0,top
D7,162.85,-32.1,270.0,top
D8_2,371.2,-37.0,270.0,top
D8,181.9,-32.1,270.0,top
D9_2,237.85,-67.95625,270.0,top
D9,48.55,-63.05625,270.0,top
ESD_D1_2,411.949997,-63.287503,0.0,top
ESD_D1,222.649997,-58.387503,0.0,top
ESD_D2_2,416.85,-41.9,90.0,bottom
ESD_D2,227.55,-37.0,90.0,bottom
F1_2,413.6,-41.5,270.0,top
F1,224.3,-36.6,270.0,top
G_LED1_2,416.3,-54.6,0.0,bottom
G_LED1,227.0,-49.7,0.0,bottom
J1_2,418.549995,-63.987501,270.0,bottom
J1,229.249995,-59.087501,270.0,bottom
J3_2,413.1,-82.2,180.0,top
J3,223.8,-77.3,180.0,top
J4_2,415.995,-35.052501,180.0,top
J4,226.695,-30.152501,180.0,top
J5_2,420.5,-51.77,0.0,top
J5,231.2,-46.87,0.0,top
LED1_2,246.45,-48.0,0.0,top
LED1,57.15,-43.1,0.0,top
LED10_2,265.5,-78.95625,0.0,top
LED10,76.2,-74.05625,0.0,top
LED11_2,284.55,-76.575,0.0,top
LED11,95.25,-71.675,0.0,top
LED12_2,303.6,-74.19375,0.0,top
LED12,114.3,-69.29375,0.0,top
LED13_2,322.65,-71.8125,0.0,top
LED13,133.35,-66.9125,0.0,top
LED14_2,341.7,-74.19375,0.0,top
LED14,152.4,-69.29375,0.0,top
LED15_2,360.75,-76.575,0.0,top
LED15,171.45,-71.675,0.0,top
LED16_2,379.8,-78.95625,0.0,top
LED16,190.5,-74.05625,0.0,top
LED17_2,244.06875,-98.00625,0.0,top
LED17,54.76875,-93.10625,0.0,top
LED18_2,265.5,-98.00625,0.0,top
LED18,76.2,-93.10625,0.0,top
LED19_2,284.55,-95.625,0.0,top
LED19,95.25,-90.725,0.0,top
LED2_2,265.5,-48.0,0.0,top
LED2,76.2,-43.1,0.0,top
LED20_2,303.6,-93.24375,0.0,top
LED20,114.3,-88.34375,0.0,top
LED21_2,322.65,-90.8625,0.0,top
LED21,133.35,-85.9625,0.0,top
LED22_2,341.7,-93.24375,0.0,top
LED22,152.4,-88.34375,0.0,top
LED23_2,360.75,-95.625,0.0,top
LED23,171.45,-90.725,0.0,top
LED24_2,379.8,-98.00625,0.0,top
LED24,190.5,-93.10625,0.0,top
LED25_2,241.6875,-117.05625,0.0,top
LED25,52.3875,-112.15625,0.0,top
LED26_2,265.5,-117.05625,0.0,top
LED26,76.2,-112.15625,0.0,top
LED27_2,284.55,-114.675,0.0,top
LED27,95.25,-109.775,0.0,top
LED28_2,303.6,-112.29375,0.0,top
LED28,114.3,-107.39375,0.0,top
LED29_2,322.65,-109.9125,0.0,top
LED29,133.35,-105.0125,0.0,top
LED3_2,284.55,-48.0,0.0,top
LED3,95.25,-43.1,0.0,top
LED30_2,341.7,-112.29375,0.0,top
LED30,152.4,-107.39375,0.0,top
LED31_2,360.75,-114.675,0.0,top
LED31,171.45,-109.775,0.0,top
LED32_2,379.8,-117.05625,0.0,top
LED32,190.5,-112.15625,0.0,top
LED33_2,239.30625,-136.10625,0.0,top
LED33,50.00625,-131.20625,0.0,top
LED34_2,265.5,-136.10625,0.0,top
LED34,76.2,-131.20625,0.0,top
LED35_2,284.55,-133.725,0.0,top
LED35,95.25,-128.825,0.0,top
LED36_2,303.6,-131.34375,0.0,top
LED36,114.3,-126.44375,0.0,top
LED37_2,322.65,-128.9625,0.0,top
LED37,133.35,-124.0625,0.0,top
LED38_2,341.7,-131.34375,0.0,top
LED38,152.4,-126.44375,0.0,top
LED39_2,360.75,-133.725,0.0,top
LED39,171.45,-128.825,0.0,top
LED4_2,303.6,-48.0,0.0,top
LED4,114.3,-43.1,0.0,top
LED40_2,379.8,-136.10625,0.0,top
LED40,190.5,-131.20625,0.0,top
LED41_2,232.1625,-155.15625,0.0,top
LED41,42.8625,-150.25625,0.0,top
LED42_2,260.7375,-155.15625,0.0,top
LED42,71.4375,-150.25625,0.0,top
LED43_2,284.55,-152.775,0.0,top
LED43,95.25,-147.875,0.0,top
LED44_2,303.6,-150.39375,0.0,top
LED44,114.3,-145.49375,0.0,top
LED45_2,322.65,-148.0125,0.0,top
LED45,133.35,-143.1125,0.0,top
LED46_2,341.470371,-151.105902,255.0,top
LED46,152.170371,-146.205902,255.0,top
LED47_2,359.970373,-156.105906,255.0,top
LED47,170.670373,-151.205906,255.0,top
LED48_2,378.526558,-161.179127,255.0,top
LED48,189.226558,-156.279127,255.0,top
LED5_2,322.65,-48.0,0.0,top
LED5,133.35,-43.1,0.0,top
LED6_2,341.7,-48.0,0.0,top
LED6,152.4,-43.1,0.0,top
LED7_2,360.75,-48.0,0.0,top
LED7,171.45,-43.1,0.0,top
LED8_2,379.8,-48.0,0.0,top
LED8,190.5,-43.1,0.0,top
LED9_2,246.45,-78.95625,0.0,top
LED9,57.15,-74.05625,0.0,top
OLED1_2,400.75,-80.41,0.0,bottom
OLED1,211.45,-75.51,0.0,bottom
PC1_2,396.05,-59.05,225.0,top
PC1,206.75,-54.15,225.0,top
PC2_2,402.65,-58.75,270.0,top
PC2,213.35,-53.85,270.0,top
Q1_2,416.0,-71.0,180.0,top
Q1,226.7,-66.1,180.0,top
R1_2,412.15,-50.65,270.0,top
R1,222.85,-45.75,270.0,top
R10_2,391.85,-82.3,90.0,bottom
R10,202.55,-77.4,90.0,bottom
R11_2,388.5,-82.3,270.0,bottom
R11,199.2,-77.4,270.0,bottom
R12_2,385.5,-48.0,90.0,top
R12,196.2,-43.1,90.0,top
R13_2,418.65,-37.875,90.0,bottom
R13,229.35,-32.975,90.0,bottom
R14_2,415.175,-37.875,90.0,bottom
R14,225.875,-32.975,90.0,bottom
R15_2,416.25,-46.55,0.0,bottom
R15,226.95,-41.65,0.0,bottom
R17_2,416.25,-52.4,0.0,bottom
R17,226.95,-47.5,0.0,bottom
R2_2,410.1,-53.7,270.0,top
R2,220.8,-48.8,270.0,top
R3_2,412.05,-73.95,180.0,top
R3,222.75,-69.05,180.0,top
R4_2,412.15,-69.1,180.0,top
R4,222.85,-64.2,180.0,top
R5_2,412.15,-71.3,0.0,top
R5,222.85,-66.4,0.0,top
R6_2,400.1,-69.8,0.0,top
R6,210.8,-64.9,0.0,top
R7_2,400.1,-65.55,0.0,top
R7,210.8,-60.65,0.0,top
R8_2,400.1,-72.0,0.0,top
R8,210.8,-67.1,0.0,top
R9_2,404.75,-75.15,90.0,top
R9,215.45,-70.25,90.0,top
RESET_BTN1_2,419.35,-82.149998,90.0,bottom
RESET_BTN1,230.05,-77.249998,90.0,bottom
SHIFTERC1_2,372.3,-48.9,0.0,top
SHIFTERC1,183.0,-44.0,0.0,top
SW1_2,246.45,-43.0,0.0,top
SW1,57.15,-38.1,0.0,top
SW10_2,265.5,-73.95625,0.0,top
SW10,76.2,-69.05625,0.0,top
SW11_2,284.55,-71.575,0.0,top
SW11,95.25,-66.675,0.0,top
SW12_2,303.6,-69.19375,0.0,top
SW12,114.3,-64.29375,0.0,top
SW13_2,322.65,-66.8125,0.0,top
SW13,133.35,-61.9125,0.0,top
SW14_2,341.7,-69.19375,0.0,top
SW14,152.4,-64.29375,0.0,top
SW15_2,360.75,-71.575,0.0,top
SW15,171.45,-66.675,0.0,top
SW16_2,379.8,-73.95625,0.0,top
SW16,190.5,-69.05625,0.0,top
SW17_2,244.06875,-93.00625,0.0,top
SW17,54.76875,-88.10625,0.0,top
SW18_2,265.5,-93.00625,0.0,top
SW18,76.2,-88.10625,0.0,top
SW19_2,284.55,-90.625,0.0,top
SW19,95.25,-85.725,0.0,top
SW2_2,265.5,-43.0,0.0,top
SW2,76.2,-38.1,0.0,top
SW20_2,303.6,-88.24375,0.0,top
SW20,114.3,-83.34375,0.0,top
SW21_2,322.65,-85.8625,0.0,top
SW21,133.35,-80.9625,0.0,top
SW22_2,341.7,-88.24375,0.0,top
SW22,152.4,-83.34375,0.0,top
SW23_2,360.75,-90.625,0.0,top
SW23,171.45,-85.725,0.0,top
SW24_2,379.8,-93.00625,0.0,top
SW24,190.5,-88.10625,0.0,top
SW25_2,241.6875,-112.05625,0.0,top
SW25,52.3875,-107.15625,0.0,top
SW26_2,265.5,-112.05625,0.0,top
SW26,76.2,-107.15625,0.0,top
SW27_2,284.55,-109.675,0.0,top
SW27,95.25,-104.775,0.0,top
SW28_2,303.6,-107.29375,0.0,top
SW28,114.3,-102.39375,0.0,top
SW29_2,322.65,-104.9125,0.0,top
SW29,133.35,-100.0125,0.0,top
SW3_2,284.55,-43.0,0.0,top
SW3,95.25,-38.1,0.0,top
SW30_2,341.7,-107.29375,0.0,top
SW30,152.4,-102.39375,0.0,top
SW31_2,360.75,-109.675,0.0,top
SW31,171.45,-104.775,0.0,top
SW32_2,379.8,-112.05625,0.0,top
SW32,190.5,-107.15625,0.0,top
SW33_2,239.30625,-131.10625,0.0,top
SW33,50.00625,-126.20625,0.0,top
SW34_2,265.5,-131.10625,0.0,top
SW34,76.2,-126.20625,0.0,top
SW35_2,284.55,-128.725,0.0,top
SW35,95.25,-123.825,0.0,top
SW36_2,303.6,-126.34375,0.0,top
SW36,114.3,-121.44375,0.0,top
SW37_2,322.65,-123.9625,0.0,top
SW37,133.35,-119.0625,0.0,top
SW38_2,341.7,-126.34375,0.0,top
SW38,152.4,-121.44375,0.0,top
SW39_2,360.75,-128.725,0.0,top
SW39,171.45,-123.825,0.0,top
SW4_2,303.6,-43.0,0.0,top
SW4,114.3,-38.1,0.0,top
SW40_2,379.8,-131.10625,0.0,top
SW40,190.5,-126.20625,0.0,top
SW41_2,232.1625,-150.15625,0.0,top
SW41,42.8625,-145.25625,0.0,top
SW42_2,260.7375,-150.15625,0.0,top
SW42,71.4375,-145.25625,0.0,top
SW43_2,284.55,-147.775,0.0,top
SW43,95.25,-142.875,0.0,top
SW44_2,303.6,-145.39375,0.0,top
SW44,114.3,-140.49375,0.0,top
SW45_2,322.65,-143.0125,0.0,top
SW45,133.35,-138.1125,0.0,top
SW46_2,346.3,-152.4,255.0,top
SW46,157.0,-147.5,255.0,top
SW47_2,364.8,-157.4,255.0,top
SW47,175.5,-152.5,255.0,top
SW48_2,383.356186,-162.473223,255.0,top
SW48,194.056186,-157.573223,255.0,top
SW49_2,421.0,-73.5,270.0,top
SW49,231.7,-68.6,270.0,top
SW5_2,322.65,-43.0,0.0,top
SW5,133.35,-38.1,0.0,top
SW6_2,341.7,-43.0,0.0,top
SW6,152.4,-38.1,0.0,top
SW7_2,360.75,-43.0,0.0,top
SW7,171.45,-38.1,0.0,top
SW8_2,379.8,-43.0,0.0,top
SW8,190.5,-38.1,0.0,top
SW9_2,246.45,-73.95625,0.0,top
SW9,57.15,-69.05625,0.0,top
U1_2,392.65,-67.4,90.0,top
U1,203.35,-62.5,90.0,top
U2_2,405.55,-70.0,90.0,top
U2,216.25,-65.1,90.0,top
U3_2,400.837503,-43.937499,0.0,top
U3,211.537503,-39.037499,0.0,top
U4_2,372.3,-45.9,0.0,top
U4,183.0,-41.0,0.0,top
USBI_C1_2,418.599994,-66.737506,270.0,top
USBI_C1,229.299994,-61.837506,270.0,top
USBR1_2,415.749995,-61.337505,0.0,top
USBR1,226.449995,-56.437505,0.0,top
USBR2_2,415.749999,-64.837504,0.0,top
USBR2,226.449999,-59.937504,0.0,top
USB_C1_2,419.8,-41.9,90.0,top
USB_C1,230.5,-37.0,90.0,top
